# qstring	phrase	weight	tags
SW\[R0c[	小港機場	-1.627226	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Ef;fIXR0	最貴手機	-3.027762	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
x7F:	高餐	-2.299349	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CE9>U<1K	台中商銀	-1.294352	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
<imlR0[3	電動機車	-1.216754	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4ZNJmJ0_	遠傳門市	-3.003026	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
:LHF2:	楊培安	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4ZNJDb@@	遠傳客服	-3.014174	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
x7}MDblj	高雄客運	-1.063058	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0J0MQMD8	聯盟行銷	-0.918374	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
G:U<xUE<	三商美邦	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
mgFMwKzj	透明房訊	-2.178242	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
T3v?9P	割鼻女	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
WFEE}Q[1	誰來我家	-2.724045	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
R0aMDblj	基隆客運	-1.360495	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
PL_;N@	王心如	-2.746705	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
@bK_CiOD	特務間諜	-2.367501	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
g5hI	開南	-2.173081	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
m;0_q=4>	吞噬星空	-2.180230	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
w\GK	鼎文	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0W4WWY^l	寶島眼鏡	-1.518766	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
C:Yc	山葉	-1.791160	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
w[Bb0\	享樂網	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
ljml1U	運動彩	-1.604043	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|_Ldm_c[	大愛劇場	-1.943163	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
l;[Lm0^@	敦煌書局	-1.712409	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
?lw[0_ec	夢想世界	-1.237479	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
1_=@ea	日不落	-2.081521	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CEA0|_	台師大	-1.577978	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N_7`x73>	木柵高工	-1.696587	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9KBX4LV=	林口長庚	-3.064862	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
xUp?@l2f	美食鳳味	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
89J<ZG	周湯豪	-4.012678	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
TJROj6	原子霏	-1.907341	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
6_6NaJ	碧兒泉	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
yKQ=	唐豐	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
iM}g	崇右	-1.842483	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
bO=_r\=M	綺麗影城	-2.144167	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
a__k=M0_	慾望城市	-1.509453	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
A1A1}M	拉拉熊	-2.392245	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CEQ=mlWk	颱風動向	-1.424357	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4LkM@l[L	長榮鳳凰	-1.540714	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
91xgw?XD	阿瘦皮鞋	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^=1_RP9i	生日卡片	-1.306825	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
_;Lj0i	新勁戰	-1.736158	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
6dhIT3?P	越南歌曲	-1.522945	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Kb01|_5E	社區大學	-1.004423	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
O_E<];rl	富邦金控	-3.749000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|;2_}g	孫自佑	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
`Z_;	尹馨	-2.343711	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9K=[6N	林允兒	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
8_Qd<@	蜜袋鼯	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N:xdN:	天外天	-2.817141	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|J3>Lj_`	人工進化	-1.697511	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
SW0MuH	小蒙牛	-2.915121	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
SW9KWY^l	小林眼鏡	-2.741232	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0W=19>_;	保發中心	-2.779974	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
<iQ;kO?P	電音舞曲	-2.804516	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
y<PA9P9>	光華女中	-1.488970	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
W77:|?e]	崔丹尼爾	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9><@7i	鍾無豔	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
:_9jNb_f	地震測報	-3.059500	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
VB~=Yc0_	羅東夜市	-1.714884	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
xUPARd	美華泰	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[VcO	鬼洗	-2.303293	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
DfQ=Yc0_	瑞豐夜市	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
S_I:r7n2	路邊貓窩	-3.481543	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
AXAXr\0_	狗狗影視	-2.433351	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0W=M^HNj	保誠投信	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
caQ=	拓峰	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
6CU_1K~K	合庫銀行	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
x7U3|_	高科大	-2.232138	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4M|J[1U<	能仁家商	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9>=_x7U<	中壢高商	-1.651385	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
L9KZ=_RO	秋本麗子	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
8W3gml_`	搞笑動畫	-1.754544	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
~\x@|_5E	警察大學	-1.287482	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
];IM	金亭	-2.296208	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
{hNjF0ci	和信醫院	-1.970791	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
lI6_`H	涵碧樓	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
6_FfE0	碧翠絲	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
PLbObO	王綺綺	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|;M@Xe	孫淑媚	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CE^:T_0\	台灣固網	-2.077282	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
FMwI[1m_	名言佳句	-1.911125	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
mTC7:PnH	百威旅遊	-2.564509	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
;fVi:PnH	桂冠旅遊	-1.173111	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N:PO_;	天使心	-1.653176	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[3JF:L	車肥羊	-2.769167	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
AlSWDi	鄧曉倩	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
1_6dy<	日月光	-1.514873	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
?>C:[1U<	松山家商	-1.826584	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
>Jw?_f	頑皮豹	-2.255417	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
5iq;mJ0_	燦坤門市	-3.991861	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0=^lx7n?	莊敬高職	-1.790917	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9>0__;GK	中視新聞	-1.349148	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
SW9KLP{K	小林髮廊	-3.199874	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
t1ZL5_O@	抓狂一族	-2.612446	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
E<rGj6	邦喬飛	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
|__lU<3>	大慶商工	-2.933636	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
{J~8sTx_	神偷奶爸	-3.498782	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
dMyK	洪棠	-1.463582	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CEaf	台茂	-2.286610	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
s?=fF0m:	慈惠醫專	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
7[x_Xo	蠢爸爸	-2.569068	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
KlTJCk	鄭元暢	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
ml=_9R[3	動力火車	-1.404786	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
<hcVx73>	秀水高工	-1.832113	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
:_F0_`3>	第一化工	-0.890454	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
A_>K	季芹	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
hI>`U3A_	南亞科技	-1.445170	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[LGKq=	黃文星	-3.356154	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
6C[1|J	何嘉仁	-1.873262	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9>Klx73>	中正高工	-1.311413	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
I]I]rFR0	寵寵微積	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
9Koa^P	林若亞	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
3eMP?0PL	快打之王	-2.446297	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
]KU3	雲科	-2.254165	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
XD6C3>U<	協和工商	-1.632608	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
A0|_Yc0_	師大夜市	-1.599348	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
wTMKhI	海豚男	-1.910428	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
>@wl	葡眾	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
ObKPFW	色碼表	-1.721363	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
Rd0_4L	泰市場	-1.719515	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
tA=_dM	魔力紅	-2.330250	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
GK5Ex?	文學迷	-1.866338	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
TZh=@@PA	墾丁福華	-1.759685	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
POz?3@	史迪奇	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
q0p1cH	蘇花猴	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
N_iI	沐蘭	-1.237841	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
R@xU|J	于美人	-1.432285	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
n?{;<h	植村秀	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
J1S_x73>	沙鹿高工	-1.640303	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
bOc=x79>	啟英高中	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
];mJZXc[	金門酒廠	-1.775841	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
TJ9KDblj	員林客運	-1.534674	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
rF4C	薇閣	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
=[6N	允兒	-2.252362	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
6h@@0=	六福莊	-1.736348	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
4Cann_	格子趣	-2.035354	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
yK{;	糖村	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CE9>x7`M	台中高農	-1.622688	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
CEhIx73>	台南高工	-1.266151	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
0_9KYc0_	士林夜市	-1.702692	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
=fGKx79>	惠文高中	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
^lE02P	靜思語	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
TZh=L`}8	墾丁夏都	-2.261385	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
:_H<@b9W	地方特考	-1.313278	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
:<9RU_	軍火酷	-1.738933	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
g:r\	關穎	-1.349000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
uhcVU<3>	淡水商工	-2.499252	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
[3MlTJ	車勝元	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
p=ok=f	青創會	-2.400000	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
i_ObKP[3	綠色馬車	-1.703594	chiaki-synthetic-dialogue-overlay,reviewed,gpt-5.5-synthetic,synthetic-taiwan-internet-usage,noncommercial
